UID,health_impact,name
agips-oil-spill-in-abacheke-community-nigeria,,"Violence related health impacts (homicides, rape, etc..) "
agips-oil-spill-in-abacheke-community-nigeria,,"Health problems related to alcoholism, prostitution"
agips-oil-spill-in-abacheke-community-nigeria,,Occupational disease and accidents
agips-oil-spill-in-abacheke-community-nigeria,,Infectious diseases
agips-oil-spill-in-abacheke-community-nigeria,,Deaths
agips-oil-spill-in-abacheke-community-nigeria,,Other environmental related diseases
malaysia-plastic-pollution-jenjarom-malasya,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
torianita-mining-in-amapa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
torianita-mining-in-amapa,,"Mental problems including stress, depression and suicide"
torianita-mining-in-amapa,,"Violence related health impacts (homicides, rape, etc..) "
torianita-mining-in-amapa,,Deaths
torianita-mining-in-amapa,,Other environmental related diseases
rong-county-suspends-shale-gas-fracking-amid-quake-fears-sichuan-china,,Accidents
rong-county-suspends-shale-gas-fracking-amid-quake-fears-sichuan-china,,Deaths
rong-county-suspends-shale-gas-fracking-amid-quake-fears-sichuan-china,,"Mental problems including stress, depression and suicide"
zimapan-waste-disposal-hidalgo-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
zimapan-waste-disposal-hidalgo-mexico,,Other environmental related diseases
phosphates-matam-senegam,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
phosphates-matam-senegam,,Occupational disease and accidents
phosphates-matam-senegam,,Accidents
phosphates-matam-senegam,,Malnutrition
phosphates-matam-senegam,,"Mental problems including stress, depression and suicide"
hirakud-dam-orissa-india,,Accidents
master-agua-presa-de-melones-mayari,,"Health problems related to alcoholism, prostitution"
belarusia-nuclear-power-plant,,Accidents
belarusia-nuclear-power-plant,,Deaths
belarusia-nuclear-power-plant,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
belarusia-nuclear-power-plant,,Infectious diseases
sarayacu-oil-extraction-in-block-23-ecuador,,Malnutrition
sarayacu-oil-extraction-in-block-23-ecuador,,"Mental problems including stress, depression and suicide"
sarayacu-oil-extraction-in-block-23-ecuador,,"Violence related health impacts (homicides, rape, etc..) "
sarayacu-oil-extraction-in-block-23-ecuador,,Occupational disease and accidents
sarayacu-oil-extraction-in-block-23-ecuador,,Deaths
ikebiri-community-cries-out-over-impacts-of-chevron-north-apoi-explosion,,Accidents
ikebiri-community-cries-out-over-impacts-of-chevron-north-apoi-explosion,,Malnutrition
ikebiri-community-cries-out-over-impacts-of-chevron-north-apoi-explosion,,Infectious diseases
greenpeace-revealed-shenhuas-water-intensive-coal-chemical-projects-in-ordos-inner-mongolia,,Other Health impacts
malibya-irrigated-agricultural-scheme-in-segou-mali,,Accidents
malibya-irrigated-agricultural-scheme-in-segou-mali,,Deaths
proyecto-fotovoltaico-ticul-a-y-b-yucatan-mexico,,"Mental problems including stress, depression and suicide"
proyecto-fotovoltaico-ticul-a-y-b-yucatan-mexico,,"Violence related health impacts (homicides, rape, etc..) "
proyecto-fotovoltaico-ticul-a-y-b-yucatan-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
black-angel-mine-greenland,,Malnutrition
ev-battery-recycling-factory-zlotoryja-silesia-poland,,Accidents
ev-battery-recycling-factory-zlotoryja-silesia-poland,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
ev-battery-recycling-factory-zlotoryja-silesia-poland,,Occupational disease and accidents
nuclear-waste-disposal-bure-france,,Accidents
nuclear-waste-disposal-bure-france,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
los-micos-beach-and-golf-resort-project-honduras,,"Mental problems including stress, depression and suicide"
los-micos-beach-and-golf-resort-project-honduras,,"Violence related health impacts (homicides, rape, etc..) "
los-micos-beach-and-golf-resort-project-honduras,,Occupational disease and accidents
los-micos-beach-and-golf-resort-project-honduras,,Infectious diseases
los-micos-beach-and-golf-resort-project-honduras,,Deaths
los-micos-beach-and-golf-resort-project-honduras,,Other environmental related diseases
oil-contamination-in-south-sudan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
oil-contamination-in-south-sudan,,Malnutrition
oil-contamination-in-south-sudan,,Other environmental related diseases
oil-contamination-in-south-sudan,,Deaths
la-reunion-coastal-road,,Accidents
la-reunion-coastal-road,,Occupational disease and accidents
interoceanica-as-a-driver-of-deforestation-and-land-use-change-in-madre-de-dios-peru,,Accidents
interoceanica-as-a-driver-of-deforestation-and-land-use-change-in-madre-de-dios-peru,,"Violence related health impacts (homicides, rape, etc..) "
interoceanica-as-a-driver-of-deforestation-and-land-use-change-in-madre-de-dios-peru,,"Health problems related to alcoholism, prostitution"
interoceanica-as-a-driver-of-deforestation-and-land-use-change-in-madre-de-dios-peru,,Infectious diseases
interoceanica-as-a-driver-of-deforestation-and-land-use-change-in-madre-de-dios-peru,,Occupational disease and accidents
coastal-erosion,,Deaths
coastal-erosion,,Occupational disease and accidents
coastal-erosion,,Accidents
logging-in-toledo-district-belize,,"Mental problems including stress, depression and suicide"
new-forests-in-uganda,,Malnutrition
direct-violation-of-forest-rights-act-in-the-mining-belt-of-surguja-district-chhattisgarh,,Other environmental related diseases
cientos-de-enfermos-por-inhalar-asbesto,,"Mental problems including stress, depression and suicide"
cientos-de-enfermos-por-inhalar-asbesto,,Other environmental related diseases
cientos-de-enfermos-por-inhalar-asbesto,,Other Health impacts
cientos-de-enfermos-por-inhalar-asbesto,,Accidents
cientos-de-enfermos-por-inhalar-asbesto,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,,Accidents
struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,,Occupational disease and accidents
struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,,Deaths
indonesia-against-chevron,,"Mental problems including stress, depression and suicide"
indonesia-against-chevron,,Other Health impacts
indonesia-against-chevron,,Accidents
enugu-communities-apprehensive-about-planned-resuscitation-of-moribund-coal-mines,,Accidents
enugu-communities-apprehensive-about-planned-resuscitation-of-moribund-coal-mines,,Occupational disease and accidents
chronic-pollution-in-eloor-kerala-india,,Accidents
chronic-pollution-in-eloor-kerala-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chronic-pollution-in-eloor-kerala-india,,Occupational disease and accidents
chronic-pollution-in-eloor-kerala-india,,Infectious diseases
chronic-pollution-in-eloor-kerala-india,,Deaths
chronic-pollution-in-eloor-kerala-india,,Other environmental related diseases
think-biotech-reforestation-concession,,"Mental problems including stress, depression and suicide"
think-biotech-reforestation-concession,,Malnutrition
sona-panama,,Malnutrition
sona-panama,,"Mental problems including stress, depression and suicide"
sona-panama,,"Violence related health impacts (homicides, rape, etc..) "
sona-panama,,"Health problems related to alcoholism, prostitution"
agips-oil-pipeline-in-ogunugbene-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
agips-oil-pipeline-in-ogunugbene-nigeria,,Occupational disease and accidents
agips-oil-pipeline-in-ogunugbene-nigeria,,Other environmental related diseases
proposed-riau-1-coal-fired-power-plant-shelved-after-corruption-investigation-in-indonesia,,Other environmental related diseases
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Accidents
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Malnutrition
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,"Violence related health impacts (homicides, rape, etc..) "
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Occupational disease and accidents
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Infectious diseases
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Other environmental related diseases
hidroelectrica-el-bala-en-el-parque-nacional-madidi-bolivia,,Other Health impacts
talvivaara-mining-company,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
open-pit-mining-in-ucab-la-cordillera-the-philippines3,,Accidents
open-pit-mining-in-ucab-la-cordillera-the-philippines3,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
open-pit-mining-in-ucab-la-cordillera-the-philippines3,,Infectious diseases
the-a45-motorway,,"Mental problems including stress, depression and suicide"
the-a45-motorway,,Occupational disease and accidents
the-a45-motorway,,Deaths
the-a45-motorway,,Other Health impacts
the-a45-motorway,,Accidents
shell-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shell-nigeria,,"Violence related health impacts (homicides, rape, etc..) "
shell-nigeria,,Deaths
shell-nigeria,,Other environmental related diseases
gold-mining-in-chalkidiki-greece,,Accidents
gold-mining-in-chalkidiki-greece,,Other Health impacts
gautam-buddha-airport,,"Mental problems including stress, depression and suicide"
gautam-buddha-airport,,Other Health impacts
coca-cola-jaipur-india,,Malnutrition
sultan-marshes-wetland-turkey,,"Mental problems including stress, depression and suicide"
sultan-marshes-wetland-turkey,,"Violence related health impacts (homicides, rape, etc..) "
aeropuerto-internacional-de-la-zona-sur-aizs,,"Violence related health impacts (homicides, rape, etc..) "
aeropuerto-internacional-de-la-zona-sur-aizs,,"Health problems related to alcoholism, prostitution"
chernobyl-disaster,,Accidents
chernobyl-disaster,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chernobyl-disaster,,"Mental problems including stress, depression and suicide"
chernobyl-disaster,,Occupational disease and accidents
chernobyl-disaster,,Deaths
chernobyl-disaster,,Other environmental related diseases
chernobyl-disaster,,Other Health impacts
caldag-nickel-mine-turkey,,Accidents
caldag-nickel-mine-turkey,,Occupational disease and accidents
caldag-nickel-mine-turkey,,Other environmental related diseases
chinese-companies-grab-indigenous-kuoy-land-cambodia,,"Mental problems including stress, depression and suicide"
water-contamination-from-paper-mills-at-penobscot-reservation-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
gmos-in-catalunya-spain,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
gmos-in-catalunya-spain,,Malnutrition
phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,,"Mental problems including stress, depression and suicide"
phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,,Deaths
phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,,Other Health impacts
phosphate-fertilizer-plant-pollution-in-liuchong-village-hubei-province,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
huasco-petcoke-chile,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
huasco-petcoke-chile,,"Mental problems including stress, depression and suicide"
huasco-petcoke-chile,,Deaths
vishnugaad-peepalkoti-hydroelectric-project-uk-india,,Malnutrition
vishnugaad-peepalkoti-hydroelectric-project-uk-india,,"Health problems related to alcoholism, prostitution"
vishnugaad-peepalkoti-hydroelectric-project-uk-india,,Occupational disease and accidents
vishnugaad-peepalkoti-hydroelectric-project-uk-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
dobrich-landfill-site-bulgaria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
dobrich-landfill-site-bulgaria,,Other environmental related diseases
mega-oil-project-dudinka-taymyr-russian-arctic,,Accidents
mega-oil-project-dudinka-taymyr-russian-arctic,,Malnutrition
mega-oil-project-dudinka-taymyr-russian-arctic,,"Mental problems including stress, depression and suicide"
a-sudden-mass-death-of-fish-in-the-lichu-river-in-minyak-lhagang-dartsedo-county-in-karze-prefecture,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
a-sudden-mass-death-of-fish-in-the-lichu-river-in-minyak-lhagang-dartsedo-county-in-karze-prefecture,,Malnutrition
a-sudden-mass-death-of-fish-in-the-lichu-river-in-minyak-lhagang-dartsedo-county-in-karze-prefecture,,Deaths
groundwater-depletion,,"Mental problems including stress, depression and suicide"
groundwater-depletion,,Infectious diseases
coal-usage-in-egypts-cement-factories,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
coal-usage-in-egypts-cement-factories,,Occupational disease and accidents
coal-usage-in-egypts-cement-factories,,Other Health impacts
sabetta-port-arctic-russia,,Accidents
exploratory-fracking-in-arquetu-cantabria-spain,,Accidents
exploratory-fracking-in-arquetu-cantabria-spain,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
central-hidroelectrica-rucalhue-chile,,Accidents
central-hidroelectrica-rucalhue-chile,,"Mental problems including stress, depression and suicide"
the-wadi-al-hudda-landfill-a-battle-for-environmental-justice-in-tartous,,Occupational disease and accidents
the-wadi-al-hudda-landfill-a-battle-for-environmental-justice-in-tartous,,Infectious diseases
the-wadi-al-hudda-landfill-a-battle-for-environmental-justice-in-tartous,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
tratto-roma-latina-autostrada-a12,,Accidents
sydney-tar-ponds-contamination-nova-scotia-canada,,Accidents
sydney-tar-ponds-contamination-nova-scotia-canada,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sydney-tar-ponds-contamination-nova-scotia-canada,,Deaths
sydney-tar-ponds-contamination-nova-scotia-canada,,Other environmental related diseases
sydney-tar-ponds-contamination-nova-scotia-canada,,Other Health impacts
sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,,"Mental problems including stress, depression and suicide"
sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,,Occupational disease and accidents
sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,,Infectious diseases
sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,,Other Health impacts
sta-cruz-zambales-nickel-mining-impacts-sustainable-agriculture-and-fisheries,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sito-di-stoccaggio-di-ecoballe-di-taverna-del-re,,Other environmental related diseases
opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,,Accidents
opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,,Occupational disease and accidents
opposition-against-controversial-amazon-route-of-transatlantic-railway-brazil-peru,,Infectious diseases
the-turow-coal-mine,,Occupational disease and accidents
the-turow-coal-mine,,Deaths
the-turow-coal-mine,,Other environmental related diseases
the-turow-coal-mine,,Accidents
silica-sand-mining,,Infectious diseases
alpha-coal-powered-cement-factory-mandalay-myanmar,,Accidents
alpha-coal-powered-cement-factory-mandalay-myanmar,,"Mental problems including stress, depression and suicide"
alpha-coal-powered-cement-factory-mandalay-myanmar,,Other environmental related diseases
alpha-coal-powered-cement-factory-mandalay-myanmar,,Other Health impacts
quilombolas-land-demarcation-dourados-ms-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
quilombolas-land-demarcation-dourados-ms-brazil,,Malnutrition
quilombolas-land-demarcation-dourados-ms-brazil,,"Violence related health impacts (homicides, rape, etc..) "
lower-season-ii-dam-will-displace-ethnic-minorities-in-stung-treng-cambodia,,"Mental problems including stress, depression and suicide"
lower-season-ii-dam-will-displace-ethnic-minorities-in-stung-treng-cambodia,,Malnutrition
lower-season-ii-dam-will-displace-ethnic-minorities-in-stung-treng-cambodia,,Infectious diseases
casas-geo-en-el-cerro-de-la-tortuga,,Other environmental related diseases
congo-agricultureagrisa-farmland-in-malolo-congo,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
congo-agricultureagrisa-farmland-in-malolo-congo,,Malnutrition
congo-agricultureagrisa-farmland-in-malolo-congo,,"Mental problems including stress, depression and suicide"
congo-agricultureagrisa-farmland-in-malolo-congo,,Occupational disease and accidents
alto-parana-en-misiones-argentina,,Accidents
alto-parana-en-misiones-argentina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
alto-parana-en-misiones-argentina,,Malnutrition
alto-parana-en-misiones-argentina,,Occupational disease and accidents
alto-parana-en-misiones-argentina,,Deaths
druzhba-adria-oil-pipeline-croatia,,Accidents
druzhba-adria-oil-pipeline-croatia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
forced-eviction-for-expansion-of-douala-airport,,"Mental problems including stress, depression and suicide"
forced-eviction-for-expansion-of-douala-airport,,Accidents
forced-eviction-for-expansion-of-douala-airport,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
forced-eviction-for-expansion-of-douala-airport,,Other Health impacts
forced-eviction-for-expansion-of-douala-airport,,"Violence related health impacts (homicides, rape, etc..) "
lgv-limoges-poitiers-high-speed-rail,,Accidents
taean-national-park-oil-spill-south-korea,,Accidents
taean-national-park-oil-spill-south-korea,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
taean-national-park-oil-spill-south-korea,,"Mental problems including stress, depression and suicide"
anti-coal-movement-ghana,,Occupational disease and accidents
anti-coal-movement-ghana,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
anti-coal-movement-ghana,,Deaths
dawei-sez-tanintharyi-region-myanmar,,"Mental problems including stress, depression and suicide"
new-forests-company-and-plantation-uganda,,Occupational disease and accidents
hydroelectric-project-patuca-iii-piedras-amarillas-honduras,,"Mental problems including stress, depression and suicide"
hydroelectric-project-patuca-iii-piedras-amarillas-honduras,,Other Health impacts
big-sandy-lithium-project-usa,,Accidents
big-sandy-lithium-project-usa,,"Mental problems including stress, depression and suicide"
big-sandy-lithium-project-usa,,"Violence related health impacts (homicides, rape, etc..) "
big-sandy-lithium-project-usa,,"Health problems related to alcoholism, prostitution"
big-sandy-lithium-project-usa,,Occupational disease and accidents
big-sandy-lithium-project-usa,,Infectious diseases
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,Accidents
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,Malnutrition
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,"Mental problems including stress, depression and suicide"
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,Infectious diseases
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,Deaths
cellulose-factory-celulosa-aurauco-sa-valdivia-chile,,Other environmental related diseases
contaminacion-biologica-con-cianotoxinas-en-lago-la-encantada-zacatecas-mexico,,Infectious diseases
contaminacion-biologica-con-cianotoxinas-en-lago-la-encantada-zacatecas-mexico,,Deaths
contaminacion-biologica-con-cianotoxinas-en-lago-la-encantada-zacatecas-mexico,,Other Health impacts
malecon-tajamar-cancun-destruye-manglar-en-quintana-roo-mexico,,"Mental problems including stress, depression and suicide"
yasuni-national-park-itt-oil-extraction-ecuador,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
yasuni-national-park-itt-oil-extraction-ecuador,,Deaths
yasuni-national-park-itt-oil-extraction-ecuador,,Malnutrition
yasuni-national-park-itt-oil-extraction-ecuador,,"Violence related health impacts (homicides, rape, etc..) "
yasuni-national-park-itt-oil-extraction-ecuador,,Occupational disease and accidents
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,"Violence related health impacts (homicides, rape, etc..) "
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,"Mental problems including stress, depression and suicide"
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,Accidents
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,Malnutrition
nicinha-a-victim-of-the-jirau-dam-porto-velho-brazil,,Deaths
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,,Malnutrition
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,,Infectious diseases
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,,Deaths
indigenas-warao-en-el-bajo-delta-del-orinoco-contaminados-por-desechos-de-la-corporacion-venezolana-de-guayana-y-de-la-mineria-ilegal,,Other environmental related diseases
desalination-plant-mamelles-beach-in-dakar-senegal,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
uranium-mining-in-jadugoda-jharkhand-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
uranium-mining-in-jadugoda-jharkhand-india,,Other environmental related diseases
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,"Mental problems including stress, depression and suicide"
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,Infectious diseases
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,Malnutrition
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,"Health problems related to alcoholism, prostitution"
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,Deaths
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,Accidents
illegal-logging-and-land-grabbing-ti-uru-eu-wau-wau-rondonia-brazil,,"Violence related health impacts (homicides, rape, etc..) "
pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,,Accidents
san-jose-huevos-verdes-argentina,,Accidents
san-jose-huevos-verdes-argentina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
san-jose-huevos-verdes-argentina,,Occupational disease and accidents
san-jose-huevos-verdes-argentina,,Other environmental related diseases
rajasthan-atomic-power-station-raps-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
rajasthan-atomic-power-station-raps-india,,Occupational disease and accidents
rajasthan-atomic-power-station-raps-india,,Deaths
rajasthan-atomic-power-station-raps-india,,Other environmental related diseases
ampliacion-de-carretera-en-tepoztlan-mexico,,Accidents
unidad-habitacional-la-cienega,,Other environmental related diseases
coal-fired-power-plant-cfpp-in-luna-la-union-philippines,,Accidents
coal-fired-power-plant-cfpp-in-luna-la-union-philippines,,Other environmental related diseases
floriculture-on-lake-naivasha-kenya,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
floriculture-on-lake-naivasha-kenya,,Malnutrition
floriculture-on-lake-naivasha-kenya,,Occupational disease and accidents
floriculture-on-lake-naivasha-kenya,,Deaths
wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil,,"Mental problems including stress, depression and suicide"
wastepickers-fight-against-incinerator-in-the-city-of-maua-sao-paulo-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
incinerator-in-case-passerini-florence-italy,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
incinerator-in-case-passerini-florence-italy,,Accidents
incinerator-in-case-passerini-florence-italy,,Occupational disease and accidents
incinerator-in-case-passerini-florence-italy,,Other environmental related diseases
ube-nishiokinoyama-coal-fired-power-plant,,Accidents
ube-nishiokinoyama-coal-fired-power-plant,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,,Accidents
environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
environmental-threats-industrial-salmon-new-mining-concessions-in-chiloe-chile,,"Health problems related to alcoholism, prostitution"
greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,,"Mental problems including stress, depression and suicide"
greenland-mineral-ltds-kuannersuit-kvanefjeld-rare-earth-uranium-project-greenland,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
air-pollution-in-pittsburgh-pa,,Occupational disease and accidents
air-pollution-in-pittsburgh-pa,,Deaths
air-pollution-in-pittsburgh-pa,,Other environmental related diseases
air-pollution-in-pittsburgh-pa,,"Mental problems including stress, depression and suicide"
air-pollution-in-pittsburgh-pa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
air-pollution-in-pittsburgh-pa,,Other Health impacts
air-pollution-in-pittsburgh-pa,,Accidents
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,Malnutrition
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,"Mental problems including stress, depression and suicide"
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,"Violence related health impacts (homicides, rape, etc..) "
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,Deaths
lawpita-dam-balu-chaung-river-karenni-state-myanmar,,Other Health impacts
angostura-dam-chile,,"Mental problems including stress, depression and suicide"
wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,,Infectious diseases
wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,,Deaths
wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,,Other environmental related diseases
wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,,Other Health impacts
wake-up-and-smell-the-smog-mongolians-against-air-pollution-in-ulan-bator-mongolia,,Accidents
metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,,"Mental problems including stress, depression and suicide"
metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,,Other environmental related diseases
metal-huasi-contaminacion-minera-en-abra-pampa-jujuy,,Other Health impacts
referendum-against-gold-mining-trun-bulgaria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Occupational disease and accidents
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Infectious diseases
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Other environmental related diseases
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Accidents
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Accidents
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Occupational disease and accidents
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Infectious diseases
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Other environmental related diseases
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,Malnutrition
roma-of-stolipinovo-water-and-waste-collection-denial-in-the-european-cultural-capital-2019-plovdiv-bulgaria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,,Occupational disease and accidents
manganese-mining-in-manggarai-east-nusa-tenggara-indonesia,,Other Health impacts
chirano-gold-mines-compensation-struggle-ghana,,Malnutrition
chirano-gold-mines-compensation-struggle-ghana,,Infectious diseases
coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,,Other environmental related diseases
coal-exports-in-west-oakland-the-oakland-bulk-and-oversized-terminal,,"Mental problems including stress, depression and suicide"
lukang-anti-dupont-movement-changhua-county-taiwan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mina-de-uranio-sierra-pintada,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
okhla-waste-to-energy-plant-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
okhla-waste-to-energy-plant-india,,Malnutrition
okhla-waste-to-energy-plant-india,,Occupational disease and accidents
okhla-waste-to-energy-plant-india,,Infectious diseases
okhla-waste-to-energy-plant-india,,Other environmental related diseases
okhla-waste-to-energy-plant-india,,Other Health impacts
