UID,health_impact,name
sewage-mismanagement-in-bloemhof-northwest-south-africa,,Deaths
sewage-mismanagement-in-bloemhof-northwest-south-africa,,"Mental problems including stress, depression and suicide"
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,"Mental problems including stress, depression and suicide"
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,Occupational disease and accidents
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,Deaths
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,Other Health impacts
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,Malnutrition
banana-workers-affected-by-fumazo-dbcp-in-baru-panama,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
james-bay-hydro-project-quebec-canada,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
james-bay-hydro-project-quebec-canada,,"Mental problems including stress, depression and suicide"
james-bay-hydro-project-quebec-canada,,Occupational disease and accidents
james-bay-hydro-project-quebec-canada,,Malnutrition
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,,Malnutrition
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,,"Mental problems including stress, depression and suicide"
shells-adibawa-delivery-pipeline-pollutes-ikarama-community-nigeria,,Other environmental related diseases
peasant-fight-for-larzac-plateau-south-western-france,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
peasant-fight-for-larzac-plateau-south-western-france,,Deaths
fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,,Malnutrition
fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,,"Mental problems including stress, depression and suicide"
fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,,"Violence related health impacts (homicides, rape, etc..) "
fortress-conservation-poaching-and-logging-threatens-mbendjele-communities-republic-of-the-congo,,"Health problems related to alcoholism, prostitution"
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,,"Violence related health impacts (homicides, rape, etc..) "
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,,Infectious diseases
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,,Deaths
indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,,Other environmental related diseases
radio-corporation-of-america,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
radio-corporation-of-america,,Occupational disease and accidents
radio-corporation-of-america,,Other environmental related diseases
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,,Occupational disease and accidents
sendai-coal-fired-power-station-sendai-city-miyagi-prefecture-japan,,Other environmental related diseases
universidad-nur,,Malnutrition
universidad-nur,,"Violence related health impacts (homicides, rape, etc..) "
universidad-nur,,"Health problems related to alcoholism, prostitution"
universidad-nur,,Accidents
universidad-nur,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
universidad-nur,,Occupational disease and accidents
aliaga-industrial-conflicts-turkey,,Accidents
aliaga-industrial-conflicts-turkey,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
aliaga-industrial-conflicts-turkey,,Malnutrition
aliaga-industrial-conflicts-turkey,,"Mental problems including stress, depression and suicide"
aliaga-industrial-conflicts-turkey,,Occupational disease and accidents
aliaga-industrial-conflicts-turkey,,Deaths
aliaga-industrial-conflicts-turkey,,Other environmental related diseases
shell-bonga-oil-spill-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shell-bonga-oil-spill-nigeria,,Malnutrition
shell-bonga-oil-spill-nigeria,,"Mental problems including stress, depression and suicide"
shell-bonga-oil-spill-nigeria,,Infectious diseases
shell-bonga-oil-spill-nigeria,,Other environmental related diseases
movement-against-landfill-construction-in-keratea-athens,,Accidents
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,,Accidents
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,,Malnutrition
an-army-of-women-an-army-for-water-the-mazahua-indigenous-women-of-mexico,,Infectious diseases
new-airport-in-mondulkiri-province,,Other environmental related diseases
new-airport-in-mondulkiri-province,,"Mental problems including stress, depression and suicide"
new-airport-in-mondulkiri-province,,Malnutrition
trans-panama-pipeline-panama,,Other environmental related diseases
commerical-mining-protected-areas-of-renca-para-amapa-brazil,,"Mental problems including stress, depression and suicide"
commerical-mining-protected-areas-of-renca-para-amapa-brazil,,"Violence related health impacts (homicides, rape, etc..) "
commerical-mining-protected-areas-of-renca-para-amapa-brazil,,"Health problems related to alcoholism, prostitution"
commerical-mining-protected-areas-of-renca-para-amapa-brazil,,Occupational disease and accidents
commerical-mining-protected-areas-of-renca-para-amapa-brazil,,Infectious diseases
capeco-caribbean-petroleum-company,,Accidents
capeco-caribbean-petroleum-company,,Occupational disease and accidents
capeco-caribbean-petroleum-company,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
vale-mining-in-voisys-bay-labrador,,Accidents
vale-mining-in-voisys-bay-labrador,,Malnutrition
vale-mining-in-voisys-bay-labrador,,Occupational disease and accidents
mountaintop-removal-coal-mining-in-laciana-valley-spain,,Occupational disease and accidents
nuclear-waste-taiwan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
nuclear-waste-taiwan,,Occupational disease and accidents
nuclear-waste-taiwan,,Other environmental related diseases
rospuda-valley,,Accidents
industrial-complex-in-pontevedra-spain,,Accidents
proyecto-de-mineria-submarina-don-diego-es-denunciado-por-pescadores-artesanales,,Accidents
proyecto-de-mineria-submarina-don-diego-es-denunciado-por-pescadores-artesanales,,"Mental problems including stress, depression and suicide"
forced-evictions-and-land-grabbing-for-sugarcane-plantations-oddar-meanchey-cambodia,,Malnutrition
forced-evictions-and-land-grabbing-for-sugarcane-plantations-oddar-meanchey-cambodia,,"Mental problems including stress, depression and suicide"
forced-evictions-and-land-grabbing-for-sugarcane-plantations-oddar-meanchey-cambodia,,"Violence related health impacts (homicides, rape, etc..) "
roma-roma-community-eviction-to-waste-water-plant-surrounded-by-wire-fence,,Occupational disease and accidents
roma-roma-community-eviction-to-waste-water-plant-surrounded-by-wire-fence,,Infectious diseases
roma-roma-community-eviction-to-waste-water-plant-surrounded-by-wire-fence,,Deaths
roma-roma-community-eviction-to-waste-water-plant-surrounded-by-wire-fence,,Other environmental related diseases
roma-roma-community-eviction-to-waste-water-plant-surrounded-by-wire-fence,,Accidents
fourth-belt-b40,,Accidents
fourth-belt-b40,,"Mental problems including stress, depression and suicide"
monocultivo-de-quinua-en-oruro,,Malnutrition
monocultivo-de-quinua-en-oruro,,"Mental problems including stress, depression and suicide"
monocultivo-de-quinua-en-oruro,,Accidents
monocultivo-de-quinua-en-oruro,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
monocultivo-de-quinua-en-oruro,,"Violence related health impacts (homicides, rape, etc..) "
monocultivo-de-quinua-en-oruro,,"Health problems related to alcoholism, prostitution"
monocultivo-de-quinua-en-oruro,,Occupational disease and accidents
monocultivo-de-quinua-en-oruro,,Other environmental related diseases
monocultivo-de-quinua-en-oruro,,Other Health impacts
produccion-de-cemento-en-suesca-colombia,,Accidents
produccion-de-cemento-en-suesca-colombia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
produccion-de-cemento-en-suesca-colombia,,Occupational disease and accidents
produccion-de-cemento-en-suesca-colombia,,Malnutrition
produccion-de-cemento-en-suesca-colombia,,Other environmental related diseases
produccion-de-cemento-en-suesca-colombia,,Other Health impacts
equatorial-palm-oil-project-stalls-in-bassa-liberia,,Malnutrition
equatorial-palm-oil-project-stalls-in-bassa-liberia,,Other environmental related diseases
mondi-and-sappi-plantations-in-zululand-south-africa,,Accidents
mondi-and-sappi-plantations-in-zululand-south-africa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mondi-and-sappi-plantations-in-zululand-south-africa,,Malnutrition
mondi-and-sappi-plantations-in-zululand-south-africa,,"Mental problems including stress, depression and suicide"
mondi-and-sappi-plantations-in-zululand-south-africa,,"Violence related health impacts (homicides, rape, etc..) "
mondi-and-sappi-plantations-in-zululand-south-africa,,"Health problems related to alcoholism, prostitution"
mondi-and-sappi-plantations-in-zululand-south-africa,,Occupational disease and accidents
mondi-and-sappi-plantations-in-zululand-south-africa,,Infectious diseases
mondi-and-sappi-plantations-in-zululand-south-africa,,Deaths
mondi-and-sappi-plantations-in-zululand-south-africa,,Other environmental related diseases
pesticide-pollution-in-western-cape-south-africa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
pesticide-pollution-in-western-cape-south-africa,,"Mental problems including stress, depression and suicide"
masoala-rosewood-illegal-logging-madagascar,,Malnutrition
masoala-rosewood-illegal-logging-madagascar,,"Violence related health impacts (homicides, rape, etc..) "
masoala-rosewood-illegal-logging-madagascar,,Infectious diseases
masoala-rosewood-illegal-logging-madagascar,,Accidents
masoala-rosewood-illegal-logging-madagascar,,"Health problems related to alcoholism, prostitution"
moil-tsimiroro-heavy-oil-madagascar,,Occupational disease and accidents
moil-tsimiroro-heavy-oil-madagascar,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
fatal-shooting-of-tibetan-in-mining-site-palyul-county-kardze,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
fatal-shooting-of-tibetan-in-mining-site-palyul-county-kardze,,"Mental problems including stress, depression and suicide"
fatal-shooting-of-tibetan-in-mining-site-palyul-county-kardze,,Deaths
crocodile-bay-resort-and-marina-golfo-dulce-costa-rica,,"Mental problems including stress, depression and suicide"
crocodile-bay-resort-and-marina-golfo-dulce-costa-rica,,"Health problems related to alcoholism, prostitution"
bataan-nuclear-power-plant-in-morong-philippines,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
derrame-de-acido-sulfurico-de-grupo-mexico-en-el-mar-de-cortes,,Accidents
proyecto-hidroelectrico-agua-zarca-honduras,,"Mental problems including stress, depression and suicide"
proyecto-hidroelectrico-agua-zarca-honduras,,"Violence related health impacts (homicides, rape, etc..) "
proyecto-hidroelectrico-agua-zarca-honduras,,Deaths
estrazione-di-idrocarburi-ombrina-mare,,Occupational disease and accidents
estrazione-di-idrocarburi-ombrina-mare,,Other environmental related diseases
protest-against-gaoqiao-paraxylene-px-plant-relocating-in-jinshan-shanghai-china,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
protest-against-gaoqiao-paraxylene-px-plant-relocating-in-jinshan-shanghai-china,,"Mental problems including stress, depression and suicide"
protest-against-gaoqiao-paraxylene-px-plant-relocating-in-jinshan-shanghai-china,,Other environmental related diseases
protest-against-gaoqiao-paraxylene-px-plant-relocating-in-jinshan-shanghai-china,,Other Health impacts
korindo-clearing-forests-for-oil-palm-plantations-papua-indonesia,,Other environmental related diseases
oil-palm-and-fires-in-riau-indonesia,,Other environmental related diseases
oil-palm-and-fires-in-riau-indonesia,,Deaths
oil-palm-and-fires-in-riau-indonesia,,Other Health impacts
oil-palm-and-fires-in-riau-indonesia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
lihir-mine-papua-new-guinea,,"Mental problems including stress, depression and suicide"
lihir-mine-papua-new-guinea,,Other environmental related diseases
lihir-mine-papua-new-guinea,,"Health problems related to alcoholism, prostitution"
mineria-ilegal-jamundi-colombia,,Accidents
mineria-ilegal-jamundi-colombia,,"Mental problems including stress, depression and suicide"
mineria-ilegal-jamundi-colombia,,"Violence related health impacts (homicides, rape, etc..) "
mineria-ilegal-jamundi-colombia,,"Health problems related to alcoholism, prostitution"
mineria-ilegal-jamundi-colombia,,Occupational disease and accidents
mineria-ilegal-jamundi-colombia,,Infectious diseases
mineria-ilegal-jamundi-colombia,,Deaths
mineria-ilegal-jamundi-colombia,,Other environmental related diseases
sinti-people-settled-by-the-authorities-in-a-former-toxic-waste-dump-hamburg-germany,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sinti-people-settled-by-the-authorities-in-a-former-toxic-waste-dump-hamburg-germany,,Deaths
sinti-people-settled-by-the-authorities-in-a-former-toxic-waste-dump-hamburg-germany,,Other environmental related diseases
rice-plantations-in-the-marajo-island-para,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
rice-plantations-in-the-marajo-island-para,,Malnutrition
rice-plantations-in-the-marajo-island-para,,Other Health impacts
lumber-companies-threaten-extractive-communities-of-labrea-brazil,,"Violence related health impacts (homicides, rape, etc..) "
perdida-de-manglar-tumaco-colombia,,"Violence related health impacts (homicides, rape, etc..) "
perdida-de-manglar-tumaco-colombia,,Other environmental related diseases
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Deaths
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Occupational disease and accidents
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Infectious diseases
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Other environmental related diseases
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Other Health impacts
inundacion-y-sus-consecuencias-el-caso-de-jurica-y-juriquilla,,Accidents
pfas-pollution-by-3m-belgium,,"Mental problems including stress, depression and suicide"
pfas-pollution-by-3m-belgium,,Other Health impacts
pfas-pollution-by-3m-belgium,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
arsenic-poisoning-morinada-milk-japan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
arsenic-poisoning-morinada-milk-japan,,Deaths
arsenic-poisoning-morinada-milk-japan,,Other environmental related diseases
arsenic-poisoning-morinada-milk-japan,,Other Health impacts
ngobe-bugle-against-mining-panama,,"Health problems related to alcoholism, prostitution"
stone-crushing-machine-sylhet,,"Mental problems including stress, depression and suicide"
stone-crushing-machine-sylhet,,Other Health impacts
stone-crushing-machine-sylhet,,Deaths
stone-crushing-machine-sylhet,,Occupational disease and accidents
tajik-aluminium-company-talco-and-its-impact-on-neighboorhood-districts-in-uzbekistan,,Other environmental related diseases
crisis-ambiental-en-la-bahia-de-cienfuegos,,Other Health impacts
crisis-ambiental-en-la-bahia-de-cienfuegos,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
koh-phangan-airport,,Other Health impacts
san-mateo-de-huanchor-peru,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
san-mateo-de-huanchor-peru,,"Mental problems including stress, depression and suicide"
san-mateo-de-huanchor-peru,,Occupational disease and accidents
san-mateo-de-huanchor-peru,,Deaths
san-mateo-de-huanchor-peru,,Other environmental related diseases
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
wastepicker-mobilization-against-incinerator-in-sao-bernardo-do-campo-sao-paulo-brazil,,"Mental problems including stress, depression and suicide"
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,"Mental problems including stress, depression and suicide"
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,"Violence related health impacts (homicides, rape, etc..) "
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,"Health problems related to alcoholism, prostitution"
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,Occupational disease and accidents
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,Infectious diseases
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,Deaths
recognition-of-indigenous-lands-raposa-serra-do-sol-brazil,,Other environmental related diseases
water-supply-project-in-laku-kasumigaura-ibaraki-japan,,Accidents
djab-wurrung-sacred-tress-and-western-highway-expansion-victoria-australia,,"Mental problems including stress, depression and suicide"
sinop-dam-mato-grosso-brazil,,Malnutrition
sinop-dam-mato-grosso-brazil,,"Mental problems including stress, depression and suicide"
sinop-dam-mato-grosso-brazil,,Infectious diseases
sinop-dam-mato-grosso-brazil,,Accidents
emelle-nations-largest-hazardous-waste-landfill-usa,,Accidents
emelle-nations-largest-hazardous-waste-landfill-usa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
2nd-coal-plant-in-sual,,Other environmental related diseases
salvem-salau-stop-mine-salau1,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
salvem-salau-stop-mine-salau1,,Other Health impacts
minicentral-tranquil-panguipulli-chile,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
minicentral-tranquil-panguipulli-chile,,"Mental problems including stress, depression and suicide"
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,,Deaths
deforestation-on-orang-asli-temiar-territory-in-the-balah-permanent-forest-reserve-gua-musang-malaysia,,Malnutrition
atlantico-sul-shipyard-pernambuco-brazil,,Malnutrition
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,Accidents
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,Malnutrition
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,"Mental problems including stress, depression and suicide"
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,"Violence related health impacts (homicides, rape, etc..) "
protests-and-legal-action-against-pemex-fracking-coahuila-mexico,,Other environmental related diseases
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,Deaths
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,Other environmental related diseases
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,Other Health impacts
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
arcelormittal-steel-production-factory-zenica-bosnia-and-herzegovina,,"Mental problems including stress, depression and suicide"
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
rechazo-a-la-extraccion-de-litio-en-las-tapias-cordoba,,Other environmental related diseases
jingxin-pharmaceutical-factory,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
jingxin-pharmaceutical-factory,,"Mental problems including stress, depression and suicide"
jingxin-pharmaceutical-factory,,Other environmental related diseases
jingxin-pharmaceutical-factory,,Other Health impacts
the-highway-orte-mestre-a-project-with-high-environmental-impact,,Accidents
the-highway-orte-mestre-a-project-with-high-environmental-impact,,Other environmental related diseases
tintaya-espinar-peru,,"Violence related health impacts (homicides, rape, etc..) "
tintaya-espinar-peru,,Deaths
tintaya-espinar-peru,,"Mental problems including stress, depression and suicide"
tintaya-espinar-peru,,Other environmental related diseases
coro-coro-hidrometalurgica,,"Violence related health impacts (homicides, rape, etc..) "
coro-coro-hidrometalurgica,,"Health problems related to alcoholism, prostitution"
coro-coro-hidrometalurgica,,Occupational disease and accidents
daule-peripa-hydropower-dam-ecuador,,Malnutrition
yellowknife-goldmine-canada,,Occupational disease and accidents
yellowknife-goldmine-canada,,Deaths
yellowknife-goldmine-canada,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
deep-sea-mining-rejection-in-vancouver,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shrimp-farming-bangladesh,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shrimp-farming-bangladesh,,Malnutrition
shrimp-farming-bangladesh,,"Mental problems including stress, depression and suicide"
shrimp-farming-bangladesh,,"Violence related health impacts (homicides, rape, etc..) "
shrimp-farming-bangladesh,,Occupational disease and accidents
shrimp-farming-bangladesh,,Deaths
navarrese-corridor-high-speed-rail,,Accidents
navarrese-corridor-high-speed-rail,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
navarrese-corridor-high-speed-rail,,Occupational disease and accidents
kasompe-airstrip-demolition-of-300-houses,,"Mental problems including stress, depression and suicide"
kasompe-airstrip-demolition-of-300-houses,,Malnutrition
kasompe-airstrip-demolition-of-300-houses,,"Violence related health impacts (homicides, rape, etc..) "
romainville-leisure-park,,Other environmental related diseases
simlipal-national-park-conflict-over-conservation-project,,Malnutrition
people-protesting-against-incineration-plants-russia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
people-protesting-against-incineration-plants-russia,,Other environmental related diseases
people-protesting-against-incineration-plants-russia,,Other Health impacts
miike-coal-mine-explosion-japan,,Accidents
miike-coal-mine-explosion-japan,,Occupational disease and accidents
miike-coal-mine-explosion-japan,,Deaths
frinds-of-amager-faelled,,Other Health impacts
north-weymouth-natural-gas-compressor,,Accidents
north-weymouth-natural-gas-compressor,,Occupational disease and accidents
north-weymouth-natural-gas-compressor,,Deaths
north-weymouth-natural-gas-compressor,,Other environmental related diseases
philippine-farmworkers-poisoned-by-dbcp-pesticide,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
philippine-farmworkers-poisoned-by-dbcp-pesticide,,"Mental problems including stress, depression and suicide"
philippine-farmworkers-poisoned-by-dbcp-pesticide,,Occupational disease and accidents
philippine-farmworkers-poisoned-by-dbcp-pesticide,,Other Health impacts
water-contamination-in-biesiesvlei-north-west-south-africa,,Infectious diseases
water-contamination-in-biesiesvlei-north-west-south-africa,,Deaths
reopening-of-takahama-nuclear-plants-3-and-4,,Accidents
reopening-of-takahama-nuclear-plants-3-and-4,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
reopening-of-takahama-nuclear-plants-3-and-4,,Occupational disease and accidents
bauxite-mining-in-paderu-visakhapatnam-india,,Accidents
bauxite-mining-in-paderu-visakhapatnam-india,,"Health problems related to alcoholism, prostitution"
bauxite-mining-in-paderu-visakhapatnam-india,,Occupational disease and accidents
bauxite-mining-in-paderu-visakhapatnam-india,,Other environmental related diseases
gran-inga-hydropower-project-on-congo-river-drc,,Malnutrition
gran-inga-hydropower-project-on-congo-river-drc,,Infectious diseases
bafokeng-platinum-mine-south-africa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
bafokeng-platinum-mine-south-africa,,"Mental problems including stress, depression and suicide"
bafokeng-platinum-mine-south-africa,,"Violence related health impacts (homicides, rape, etc..) "
bafokeng-platinum-mine-south-africa,,"Health problems related to alcoholism, prostitution"
bafokeng-platinum-mine-south-africa,,Occupational disease and accidents
paramo-de-santurban-colombia,,"Violence related health impacts (homicides, rape, etc..) "
illegal-logging-and-timber-laundering-in-lumphat-wildlife-sanctuary-cambodia,,"Mental problems including stress, depression and suicide"
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,,"Violence related health impacts (homicides, rape, etc..) "
glencore-katanga-mining-ltd-in-the-democratic-republic-of-congo-drc,,Occupational disease and accidents
sardinal-costa-rica,,Other Health impacts
don-sahong-dams-hydropower-project,,Malnutrition
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,,"Mental problems including stress, depression and suicide"
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,,"Violence related health impacts (homicides, rape, etc..) "
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,,Malnutrition
harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,,"Health problems related to alcoholism, prostitution"
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,,"Mental problems including stress, depression and suicide"
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,,Deaths
contaminacion-por-carboelectricas-de-la-cfe-en-coahuila-mexico,,Other environmental related diseases
offshore-oil-and-gas-exploration-guyana,,Other environmental related diseases
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,Accidents
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,"Mental problems including stress, depression and suicide"
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,"Violence related health impacts (homicides, rape, etc..) "
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,"Health problems related to alcoholism, prostitution"
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,Deaths
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,Other environmental related diseases
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,Other Health impacts
illegal-logging-in-northern-sierra-madre-national-park-isabela-philippines,,Malnutrition
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,,Malnutrition
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,,"Mental problems including stress, depression and suicide"
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,,Other environmental related diseases
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
soy-expansion-and-violent-land-grabbing-at-fazenda-estrondo-bahia-brazil,,"Health problems related to alcoholism, prostitution"
rovina,,Accidents
rovina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
riano-dam-spain,,"Mental problems including stress, depression and suicide"
riano-dam-spain,,Deaths
cape-gencors-asbestos-mining-milling-activity-south-africa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
cape-gencors-asbestos-mining-milling-activity-south-africa,,Occupational disease and accidents
cape-gencors-asbestos-mining-milling-activity-south-africa,,Deaths
field-report-209-abandoned-tin-mines-endanger-communities,,Accidents
field-report-209-abandoned-tin-mines-endanger-communities,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
johnson-controls-lead-processing-kangqiao-shanghai-china,,"Mental problems including stress, depression and suicide"
johnson-controls-lead-processing-kangqiao-shanghai-china,,Other Health impacts
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,Occupational disease and accidents
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,Infectious diseases
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,Deaths
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,Accidents
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,"Mental problems including stress, depression and suicide"
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,"Violence related health impacts (homicides, rape, etc..) "
georgetowns-garbage-woes-and-small-attempts-to-include-waste-pickers-guyana,,"Health problems related to alcoholism, prostitution"
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,Accidents
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,Malnutrition
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,Occupational disease and accidents
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,Deaths
a-brown-nakeen-corporation-palm-oil-plantation-and-human-rights-violations-in-opol-misamis-oriental-philippines,,Other environmental related diseases
proyecto-sonora-lithium-en-sonora-mexico,,Accidents
proyecto-sonora-lithium-en-sonora-mexico,,"Mental problems including stress, depression and suicide"
proyecto-sonora-lithium-en-sonora-mexico,,"Violence related health impacts (homicides, rape, etc..) "
proyecto-sonora-lithium-en-sonora-mexico,,"Health problems related to alcoholism, prostitution"
proyecto-sonora-lithium-en-sonora-mexico,,Occupational disease and accidents
proyecto-sonora-lithium-en-sonora-mexico,,Infectious diseases
proyecto-sonora-lithium-en-sonora-mexico,,Deaths
esmeraldas-refinery-ecuador,,Deaths
saving-goolengook-forest-block,,Other Health impacts
saving-goolengook-forest-block,,Accidents
